9801.000000,9801.000000,87025.000000,19601.000000,8.879196,9.000000,4.000000,0.593211,8.879196,9.000000,4.000000,0.593211,0.986577,0.986577,0.060612,0.060612,0.000906,0.004344,0.120804,1.000000
9801.000000,9801.000000,87025.000000,19601.000000,8.879196,9.000000,4.000000,0.593211,8.879196,9.000000,4.000000,0.593211,0.986577,0.986577,0.060612,0.060612,0.000906,0.004344,0.120804,1.000000
10605.000000,10605.000000,144579.000000,21209.000000,13.633098,49.000000,1.000000,12.151089,13.633098,49.000000,1.000000,12.151089,0.278226,0.278226,2.160977,2.160977,0.001286,0.061495,35.366902,1.000000
17077.000000,17077.000000,875923.000000,34153.000000,51.292557,393.000000,7.000000,62.794601,51.292557,393.000000,7.000000,62.794601,0.130515,0.130515,9.566877,9.566877,0.003004,0.025531,341.707443,1.000000
189924.000000,189924.000000,1690876.000000,379847.000000,8.902909,11.000000,1.000000,2.761944,8.902909,11.000000,1.000000,2.761944,0.809355,0.809355,0.324405,0.324405,0.000047,0.063044,2.097091,1.000000
9801.000000,9801.000000,87025.000000,19601.000000,8.879196,9.000000,4.000000,0.593211,8.879196,9.000000,4.000000,0.593211,0.986577,0.986577,0.060612,0.060612,0.000906,0.004344,0.120804,1.000000
9801.000000,9801.000000,87025.000000,19601.000000,8.879196,9.000000,4.000000,0.593211,8.879196,9.000000,4.000000,0.593211,0.986577,0.986577,0.060612,0.060612,0.000906,0.004344,0.120804,1.000000
10605.000000,10605.000000,424587.000000,21209.000000,40.036492,147.000000,1.000000,37.195840,40.036492,147.000000,12.000000,22.782382,0.272357,0.272357,6.502358,6.544700,0.003775,0.064026,106.963508,1.000000
2861.000000,3347.000000,72465.000000,6207.000000,25.328556,61.000000,3.000000,7.335595,21.650732,887.000000,1.000000,84.960028,0.415222,0.024409,6.491259,15.831739,0.007568,0.014461,35.671444,1.000000
22835.000000,22835.000000,1642407.000000,45669.000000,71.943639,924.000000,1.000000,164.395342,71.943639,2522.000000,1.000000,215.360888,0.077841,0.028519,35.791802,23.381755,0.003150,0.031654,852.056361,1.000000
10429.000000,3.000000,31051.000000,10431.000000,2.977371,3.000000,2.000000,0.148718,10350.333333,10429.000000,10193.000000,111.251467,0.992457,0.992457,0.043345,236.000000,0.992457,0.002457,0.022629,3.000000
683446.000000,683446.000000,7583376.000000,1366891.000000,11.095794,83448.000000,0.000000,284.832088,11.095794,249.000000,0.000000,16.370643,0.000133,0.044561,11.503337,2.661546,0.000016,0.000012,83436.904206,1.000000
3169.000000,3169.000000,20841.000000,6337.000000,6.576523,10.000000,3.000000,0.907473,6.576523,10.000000,3.000000,0.907473,0.657652,0.657652,0.344697,0.344697,0.002075,0.008235,3.423477,1.000000
841.000000,841.000000,4089.000000,1681.000000,4.862069,5.000000,3.000000,0.358355,4.862069,5.000000,3.000000,0.358355,0.972414,0.972414,0.071429,0.071429,0.005781,0.005137,0.137931,2.000000
18510.000000,18510.000000,145149.000000,37019.000000,7.841653,10405.000000,1.000000,99.949454,7.841653,10405.000000,1.000000,99.377268,0.000754,0.000754,5.493111,3.081636,0.000424,0.000092,10397.158347,1.000000
4257.000000,4257.000000,4257.000000,8513.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000235,0.000000,0.000000,1.000000
6590.000000,46937.000000,164538.000000,53526.000000,24.967830,24973.000000,1.000000,359.706754,3.505507,27.000000,1.000000,2.713193,0.001000,0.129834,12.654424,0.348709,0.000532,0.000207,24948.032170,1.000000
241029.000000,317955.000000,4370721.000000,558983.000000,18.133590,90.000000,2.000000,9.811961,13.746351,18.000000,1.000000,2.239359,0.201484,0.763686,7.774831,0.810013,0.000057,0.011886,71.866410,1.000000
